"DRUPAL_NODE","TITLE","DATASTORE_URL","DDATE","CATEGORIES","LONGDESC","GEOGRAPHY","EXTENT","AUTHOR_NAME","MAINTAINER","MAINTAINER_EMAIL","UPDATE_FREQUENCY","DATE_RANGE","RELEASE_DATE","METADATA_UPDATE","LICENSE_SUMMARY","URL","DOWNLOAD_URL","EXCEL_URL","CSV_URL","XML_URL","GOOGLEDOCS_URL","JSON_URL","SHP_URL","KML_URL","TAB_URL","APPS_USING_THIS_DATA","TAGS","apps_using_this_data_urls","license_details","spatial_ref"
"1552","Travel Patterns and Trends, London","http://data.london.gov.uk/datastore/package/travel-patterns-and-trends-london","OCTOBER 2011","Transport, transport","<p>This <a href=""http://data.london.gov.uk/datafiles/transport/tfl-transport-trends-data.xls"">spreadsheet</a> summarises of the key&nbsp;travel patterns and&nbsp;trends relating to the TFL network and Airports around London.</p>\
<p>Some of the borough level data has been analysed using these&nbsp;<a title=""Borough Charts"" href=""http://data.london.gov.uk/visualisations/charts/borough-transport-graphs.html"">interactive charts</a>. Click on the image to open.</p>\
<p>The first stack graph shows the spread of mode of travel for each borough. In Kensington and Chelsea over 44 per cent of journeys are made on foot, in Bexley 59 per cent of journeys are in a car/motorcycle, and in Hackney over a 25 per cent of journeys are by bus.</p>\
<p>The second graph shows the proportion of all road casualties by road user type and borough in 2010. The City of London has the highest proportion of casualties for pedestrians, and cyclists.</p>\
<p><a href=""http://data.london.gov.uk/visualisations/charts/borough-transport-graphs.html""><img style=""border: 1px solid black; margin: 2px;"" src=""http://data.london.gov.uk/images/transport-graph-thumb.png"" alt="""" width=""546"" height=""309"" /></a></p>\
<p>&nbsp;</p>\
<p>Some of the airports data has been presented in this&nbsp;one page <a title=""Airport Factsheet"" href=""http://data.london.gov.uk/documents/airport-factsheet.pdf"" target=""_blank"">factsheet</a> that highlights some important facts about flights and passengers at London’s airports. The number one country where people have either come from or going to is the United States.</p>\
<p><a title=""Airport Factsheet"" href=""http://data.london.gov.uk/documents/airport-factsheet.pdf"" target=""_blank""><img style=""border: 1px solid black; margin: 2px;"" src=""http://data.london.gov.uk/images/transport-airports-thumb.png"" alt="""" width=""350"" height=""260"" /></a></p>\
<p>List of tables included in the spreadsheet:</p>\
<p>1 Aggregate travel volumes in Greater London. Estimated daily average number of journey stages, 1993-2009<br />2&nbsp; Modal shares of daily journey stages in London, 2009<br />3&nbsp; Annual passenger kilometres travelled by public transport (millions), London, 2008/09 - 2010/11<br />4&nbsp; Annual journey stages by public transport (millions), 1991/92 - 2010/11<br />5&nbsp; Index of London road traffic, major and minor roads, all motor vehicles, 2000-2009<br />6&nbsp; Trends in road casualties, by personal injury severity, London and GB, 1991-2010<br />7&nbsp; London road casualties by mode of travel, 2010<br />8&nbsp; Trends in cycle flows on the TLRN, annualised indices, 2000/01 - 2010/11<br />9&nbsp; People entering central London in the weekday morning peak, 1978 - 2009<br />10&nbsp; Car ownership in Inner and Outer London, 2009/10<br />11&nbsp; Hours of serious and severe disruption London-wide, 2009/10<br />12&nbsp; Number of road works undertaken on the TLRN, Sep 2009 - Oct 2010<br />13&nbsp; London Underground: scheduled and operated train kilometres, 1995/96 - 2009/10<br />14&nbsp; London Underground - operated train kilometres (millions) by line, 2009/10<br />15&nbsp; Average number of passengers per bus, train or tram, 2001/02 - 2009/10<br />16&nbsp; Public transport fares - UK and London compared, 1994/95 - 2009/10<br />17&nbsp; Air freight moved through London's principal airports, 1993 - 2009<br />18&nbsp; Terminal passengers by London area airport, in millions, 2000, 2010<br />19&nbsp; Terminal passengers by London area airport, 1990 - 2010<br />20&nbsp; Terminal passengers by flight's country of origin or destination, 2010<br />21&nbsp; Road Casualties by Severity and Road User Type, by Borough 2010<br />22&nbsp; Data used in the Interactive Chart<br />&nbsp;- Number of trips, distribution of trips by mode and average travel time from home to work, 2007/2008 to 2009/10 (3-year moving average)<br />23&nbsp; Data used for Air Transport Factsheet<br />&nbsp;- International terminal passengers at London airports, 2010<br />&nbsp;- All terminal passengers at London airports, in millions, 2000, 2010<br />&nbsp;- Terminal passengers at London airports by origin or destination of the flight, 2010<br />&nbsp;- Number of UK flights and passenger by London airport, 2010</p>\
<p>Most data is from the annual report&nbsp;<a href=""http://www.tfl.gov.uk/assets/downloads/corporate/travel-in-london-report-3.pdf"" target=""_blank"">Travel in London 3,</a> Transport for London.</p>","London and Local Authorities","Greater London","","Opinion Research and General Statistics","datastore@london.gov.uk","","","","21/12/2011","","","http://www.tfl.gov.uk/assets/downloads/corporate/travel-in-london-report-3.pdf","http://data.london.gov.uk/datafiles/transport/tfl-transport-trends-data.xls","","","","","","","","","caa, commuting, tfl, travel","","",""
"1560","i-Trees Canopy Ward Data","http://data.london.gov.uk/datastore/package/i-trees-canopy-ward-data","DECEMBER 2011","Environment","<p>Ward boundaries for all London boroughs suitable for use in <a href=""http://www.itreetools.org/canopy/index.php"">i-Trees Canopy tool</a>.</p>\
<p>Based on Ordnance Survey Boundary-Line data available from the <a href=""http://www.ordnancesurvey.co.uk/oswebsite/opendata/"">OpenData website</a>.&nbsp; Data has been converted to latitude/longitude values (WGS84 geographic coordinate system) and saved in shapefile format, suitable for use on the i-Trees website.</p>\
<p>The i-Trees tool offers a quick and easy way  to produce a statistically valid estimate of land cover types e.g. tree cover,  using aerial images available in Google Maps.&nbsp; All that is required is an internet connection and a shapefile which defines your study area.&nbsp;</p>\
<p>We recommend using the boundary of your ward as a study area and this can be obtained by downloading the zip file for your Borough below.&nbsp; Each zip file contains individual shapefiles for every ward in that area.&nbsp; Each shapefile requires four different files in order to work correctly so please ensure these are all extracted from the zip file before trying to upload on the i-Trees website.&nbsp; For example the shapefile for Brockley ward in Lewisham consists of the following files:</p>\
<ul>\
</ul>\
<ol>\
<li>-Lewisham_Brockley.dbf</li>\
<li>-Lewisham_Brockley.prj</li>\
<li>-Lewisham_Brockley.shp</li>\
<li>-Lewisham_Brockley.shx</li>\
</ol> \
<ul>\
</ul>\
<p><em>Zip files for download</em></p>\
<table style=""width: 600px ! important;"" border=""0"">\
<tbody>\
<tr>\
<td style=""width: 200px;""><a href=""http://data.london.gov.uk/datafiles/environment/i-trees/BarkingandDagenham.zip"">Barking and Dagenham</a><br /> <a href=""http://data.london.gov.uk/datafiles/environment/i-trees/Barnet.zip"">Barnet</a><br /> <a href=""http://data.london.gov.uk/datafiles/environment/i-trees/Bexley.zip"">Bexley</a><br /> <a href=""http://data.london.gov.uk/datafiles/environment/i-trees/Brent.zip"">Brent</a><br /> <a href=""http://data.london.gov.uk/datafiles/environment/i-trees/Bromley.zip"">Bromley</a><br /> <a href=""http://data.london.gov.uk/datafiles/environment/i-trees/Camden.zip"">Camden</a><br /> <a href=""http://data.london.gov.uk/datafiles/environment/i-trees/CityofLondon.zip"">City of London</a><br /> <a href=""http://data.london.gov.uk/datafiles/environment/i-trees/Croydon.zip"">Croydon</a><br /> <a href=""http://data.london.gov.uk/datafiles/environment/i-trees/Ealing.zip"">Ealing</a><br /> <a href=""http://data.london.gov.uk/datafiles/environment/i-trees/Enfield.zip"">Enfield</a><br /> <a href=""http://data.london.gov.uk/datafiles/environment/i-trees/Greenwich.zip"">Greenwich</a><br /></td>\
<td style=""width: 200px;""><a href=""http://data.london.gov.uk/datafiles/environment/i-trees/Hackney.zip"">Hackney</a><br /> <a href=""http://data.london.gov.uk/datafiles/environment/i-trees/HammersmithandFulham.zip"">Hammersmith and Fulham</a><br /> <a href=""http://data.london.gov.uk/datafiles/environment/i-trees/Haringey.zip"">Haringey</a><br /> <a href=""http://data.london.gov.uk/datafiles/environment/i-trees/Harrow.zip"">Harrow</a><br /> <a href=""http://data.london.gov.uk/datafiles/environment/i-trees/Havering.zip"">Havering</a><br /> <a href=""http://data.london.gov.uk/datafiles/environment/i-trees/Hillingdon.zip"">Hillingdon</a><br /> <a href=""http://data.london.gov.uk/datafiles/environment/i-trees/Hounslow.zip"">Hounslow</a><br /> <a href=""http://data.london.gov.uk/datafiles/environment/i-trees/Islington.zip"">Islington</a><br /> <a href=""http://data.london.gov.uk/datafiles/environment/i-trees/KensingtonandChelsea.zip"">Kensington and Chelsea</a><br /> <a href=""http://data.london.gov.uk/datafiles/environment/i-trees/KingstonuponThames.zip"">Kingston upon Thames</a><br /> <a href=""http://data.london.gov.uk/datafiles/environment/i-trees/Lambeth.zip"">Lambeth</a><br /></td>\
<td style=""width: 200px;""><a href=""http://data.london.gov.uk/datafiles/environment/i-trees/Lewisham.zip"">Lewisham</a><br /> <a href=""http://data.london.gov.uk/datafiles/environment/i-trees/Merton.zip"">Merton</a><br /> <a href=""http://data.london.gov.uk/datafiles/environment/i-trees/Newham.zip"">Newham</a><br /> <a href=""http://data.london.gov.uk/datafiles/environment/i-trees/Redbridge.zip"">Redbridge</a><br /> <a href=""http://data.london.gov.uk/datafiles/environment/i-trees/RichmonduponThames.zip"">Richmond upon Thames</a><br /> <a href=""http://data.london.gov.uk/datafiles/environment/i-trees/Southwark.zip"">Southwark</a><br /> <a href=""http://data.london.gov.uk/datafiles/environment/i-trees/Sutton.zip"">Sutton</a><br /> <a href=""http://data.london.gov.uk/datafiles/environment/i-trees/TowerHamlets.zip"">Tower Hamlets</a><br /> <a href=""http://data.london.gov.uk/datafiles/environment/i-trees/WalthamForest.zip"">Waltham Forest</a><br /> <a href=""http://data.london.gov.uk/datafiles/environment/i-trees/Wandsworth.zip"">Wandsworth</a><br /> <a href=""http://data.london.gov.uk/datafiles/environment/i-trees/Westminster.zip"">Westminster</a><br /></td>\
</tr>\
</tbody>\
</table>","Ward","Greater London","Greater London Authority","Ordnance Survey","","Not updated","May 2011","02/12/2011","02/12/2011","OS OpenData Licence","","","","","","","","","","","","boundaries, canopy, gla, ordnance-survey, trees, wards","","<p>The <a href=""http://www.ordnancesurvey.co.uk/oswebsite/opendata/docs/os-opendata-licence.pdf"">OS OpenData licence</a> allows you to:</p>\
<ul>\
</ul>\
<ol>\
<li>-copy, distribute and transmit the data;</li>\
<li>-adapt the data; and</li>\
<li>-exploit the data commercially, whether by sub-licensing it, combining it with other data, or including it in your own product or application.</li>\
</ol> \
<ul>\
</ul>\
<p>You are therefore able to use the OS OpenData datasets in any way and for any purpose. We simply ask that you:</p>\
<ul>\
</ul>\
<ol>\
<li>-Acknowledge the copyright and the source of the data by including the following attribution statement: ‘Contains Ordnance Survey data ©Crown copyright and database right 2011’.</li>\
<li>-Include the same acknowledgement requirement in any sub-licences of the data that you grant, and a requirement that any further sub-licences do the same.</li>\
<li>-Ensure that you do not use the data in a way that suggests Ordnance Survey endorses you or your use of the data.</li>\
<li>-Ensure that you do not misrepresent the data or its source.</li>\
</ol> \
<ul>\
</ul>","WGS84"
"1555","Slides from November 2011 LET","http://data.london.gov.uk/datastore/package/slides-november-2011-let","NOVEMBER 2011","Business and Economy","<p>Open Powerpoint <a href=""http://data.london.gov.uk/datafiles/business-economy/Nov11_slides.ppt"">Slides</a> from the November 2011 LET.</p>\
<p>Or go to&nbsp;<a href=""http://data.london.gov.uk/londons-economy-today"">London's Economy Today</a> page.</p>","Region National","UK London","","Joanna Smith","joanna.smith@london.gov.uk","Monthly","","","20/01/2012","","http://data.london.gov.uk/datafiles/business-economy/Nov11_slides.ppt","","","","","","","","","","","economy, gla","","",""
"1558","Annual percentage change in passengers","http://data.london.gov.uk/datastore/package/annual-percentage-change-passengers","NOVEMBER 2011","Transport","<p>Annual percentage change in passengers travelling on London underground and buses.</p>\
<p>&nbsp;</p>\
<p>&nbsp;</p>\
<script src=""http://www-958.ibm.com/me/visualizations/ccfdd372437d11e1950a000255111976/comments/cd11bb58437d11e1950a000255111976.js?width=700&amp;height=400"" type=""text/javascript""></script>","Region","Greater London","","Joanna Smith","joanna.smith@london.gov.uk","4 weekly","1993 to current","","26/01/2012","","","","http://data.london.gov.uk/datafiles/transport/tfl_annual_change.xls","http://data.london.gov.uk/datafiles/transport/tfl_annual_change.csv","","","","","","","","Bus underground transport passengers, TfL GLA","","",""
"1561","London Underground Performance Reports","http://data.london.gov.uk/datastore/package/london-underground-performance-reports","DECEMBER 2011","Transport","<p>London Underground conducts surveys each year. We count the number of people using our service, where they travel to and from and how long their journeys last.</p>\
<p>We also monitor performance and assets, measuring how far trains have travelled and how many trains, lifts and escalators are in service.</p>\
<p>We are committed to providing passengers with details of how well the network is working and regularly publish a performance update. This is updated every four weeks - defined as a period - and gives figures for a range of service and network-related matters.</p>\
<p>The following information is provided on the TfL website:<br /><br />1)&nbsp;&nbsp;&nbsp; A PDF report of the latest periods performance<br />2)&nbsp;&nbsp;&nbsp; Spreadsheet reports (almanac) of historic performance data dating back to 2002</p>\
<p>There are also links to other reports of interest (station entry/exit figures, Tube upgrade plan and Quarterly Investment Programme reports).</p>\
<p>This data package is similar to the <a href=""http://data.london.gov.uk/datastore/package/tube-network-performance-data"">information previously made available on the Datastore as part of a London Assembly Scrutiny investigation</a>.</p>","","Greater London","London Underground","","","Periodically (every 4 weeks)","2003 to 2011","Period 6, 2011","06/12/2011","","","http://www.tfl.gov.uk/corporate/modesoftransport/londonunderground/1592.aspx","","","","","","","","","","almanac, london undergound, performance, reporting, tfl","","",""
"1563","myhealthlondon Indicators","http://data.london.gov.uk/datastore/package/myhealthlondon-indicators","DECEMBER 2011","Health, health","<p>Series of indicators underlying the <a href=""http://www.myhealth.london.nhs.uk/"">myhealthlondon website</a>.</p>\
<p>Each indicator is provided as a separate data file which can be found using the links below.</p>\
<ol>\
<li><a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-01"">Indicator 1</a> - One year cancer survival for lung cancer and breast cancer (Borough level)</li>\
<li><a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-02"">Indicator 2</a> - Identifying the prevalence of cancer  (Borough level)</li>\
<li><a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-03"">Indicator 3</a> - Cervical Screening </li>\
<li><a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-04"">Indicator 4</a> - GP recorded smoking (all patients)</li>\
<li><a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-05"">Indicator 5</a> - GP recorded smoking (patients with long term conditions) </li>\
<li><a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-06"">Indicator 6</a> - Identifying the prevalence of atrial fibrillation</li>\
<li><a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-07"">Indicator 7</a> - Uptake of immunisations for children</li>\
<li><a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-08"">Indicator 8</a> - Uptake of immunisation for influenza for patients aged over 65, and those at risk under 65 </li>\
<li><a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-09"">Indicator 9</a> - Identifying the prevalence of chronic obstructive pulmonary disease based on estimates for the local population </li>\
<li><a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-10"">Indicator 10</a> - Identifying the prevalence of asthma </li>\
<li><a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-11"">Indicator 11</a> - Identifying the prevalence of Diabetes </li>\
<li><a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-12"">Indicator 12</a> - Identifying the prevalence of coronary heart disease</li>\
<li><a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-13"">Indicator 13</a> - Identifying the prevalence of dementia</li>\
<li><a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-14"">Indicator 14</a> - Monitoring safe, rational and cost effective prescribing in general practice  (Borough level)</li>\
<li><a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-15"">Indicator 15</a> - The rate of emergency hospital admission for people with long term conditions usually managed by GPs</li>\
<li><a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-16"">Indicator 16</a> - Rate of A&amp;E attendances </li>\
<li><a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-17"">Indicator 17</a> - Satisfaction with the quality of consultation at the GP practice </li>\
<li><a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-18"">Indicator 18</a> - Satisfaction with overall care received at the GP practice</li>\
<li><a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-20"">Indicator 20</a> - Satisfaction in being able to see a preferred doctor </li>\
<li><a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-21"">Indicator 21</a> - Satisfaction with accessing primary care </li>\
<li><a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-22"">Indicator 22</a> - Significant event reviews (one year and three year minimum levels) </li>\
</ol>\
<p>Please note that there is currently no Indicator 19.&nbsp; All indicators are provided at GP Practice level except for those marked as Borough level.</p>\
<p>Data are provided in a standardised schema with each record containing an indicator ID and organisation ID.&nbsp; These can be matched against the two lookup files below to identify the indicator (or sub-indicator where available) and organisation.</p>\
<ul>\
<li><a href=""http://data.london.gov.uk/datafiles/health/nhs-myhealth-indicator-lookup.csv"">Indicator Lookup File</a> (csv format)</li>\
<li><a href=""http://data.london.gov.uk/datafiles/health/nhs-myhealth-organisation-lookup.csv"">Organisation Lookup File</a> (csv format)</li>\
</ul>","","","NHS London","","","","","08/12/2011","08/12/2011","","","http://www.myhealth.london.nhs.uk/outcome-standards","","","","","","","","","","indicators, nhs-london, outcomes","","",""
"1564","myhealthlondon Indicator 01","http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-01","DECEMBER 2011","Health, health","<p>Relative cancer survival rates from myhealthlondon website.</p>\
<p>1a: One year relative survival for lung cancer<br />1b: One year relative survival for breast cancer</p>\
<p>Go back to the <a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicators"">main myhealthlondon indicators page</a></p>","Local Authority","Greater London","NHS London","National Cancer Intelligence Network (NCIN)","enquiries@ncin.org.uk","Annual","2009","08/12/2011","08/12/2011","","http://www.ncin.org.uk/home.aspx","http://www.myhealth.london.nhs.uk/outcome-standards","","http://data.london.gov.uk/datafiles/health/nhs-myhealth-indicator-01.csv","","","","","","","","indicators, nhs-london, outcomes","","<p>National Cancer Intelligence Network (NCIN). Copyright © 2011National Cancer Intelligence Network</p>\
<p>&nbsp;</p>",""
"1565","myhealthlondon Indicator 02","http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-02","DECEMBER 2011","Health, health","<p>Identifying the prevalence of cancer data from myhealthlondon website.</p>\
<p>Go back to the <a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicators"">main myhealthlondon indicators page</a></p>","Local Authority","Greater London","NHS London","NHS Comparators","enquiries@ic.nhs.uk","Annual","2006 to 2008","08/12/2011","08/12/2011","","https://www.nhscomparators.nhs.uk/NHSComparators/Login.aspx","http://www.myhealth.london.nhs.uk/outcome-standards","","http://data.london.gov.uk/datafiles/health/nhs-myhealth-indicator-02.csv","","","","","","","","indicators, nhs-london, outcomes","","<p>NHS Comparators. Copyright © 2011, re-used with the permission of The Health and Social Care Information Centre. All rights reserved</p>",""
"1566","myhealthlondon Indicator 03","http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-03","DECEMBER 2011","Health","<p>Cervical Screening data from myhealthlondon website</p>\
<p>Go back to the <a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicators"">main myhealthlondon indicators page</a></p>","GP Practice","Greater London","NHS London","Primary Care Trust open Exeter databases","","Quarterly","Q4 2009-10 to Q3 2010-11","08/12/2011","08/12/2011","","","http://www.myhealth.london.nhs.uk/outcome-standards","","","","","","","","","","nhs-london, outcomes","","",""
"1567","myhealthlondon Indicator 04","http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-04","DECEMBER 2011","","<p>GP recorded smoking (All patients) data from myhealthlondon website</p>\
<p>Go back to the <a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicators"">main myhealthlondon indicators page</a></p>","GP Practice","Greater London","NHS London","Quality Outcomes Framework (QOF)","enquiries@ic.nhs.uk","Annual","2008 to 2009","08/12/2011","08/12/2011","","http://www.myhealth.london.nhs.uk/outcome-standards","http://www.qof.ic.nhs.uk/","","http://data.london.gov.uk/datafiles/health/nhs-myhealth-indicator-04.csv","","","","","","","","nhs-london","","<p>Copyright © 2011, The Health and Social Care Information Centre. All rights reserved</p>",""
"1568","myhealthlondon Indicator 05","http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-05","DECEMBER 2011","Health","<p>GP recorded smoking (patients with long term conditions) data from myhealthlondon website</p>\
<p>Go back to the <a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicators"">main myhealthlondon indicators page</a></p>","GP Practice","Greater London","NHS London","Quality Outcomes Framework (QOF)","enquiries@ic.nhs.uk","Annual","2008 to 2009","08/12/2011","08/12/2011","","http://www.myhealth.london.nhs.uk/outcome-standards","http://www.qof.ic.nhs.uk/","","http://data.london.gov.uk/datafiles/health/nhs-myhealth-indicator-05.csv","","","","","","","","nhs-london, outcomes","","<p>Copyright © 2011, The Health and Social Care Information Centre. All rights reserved</p>",""
"1569","myhealthlondon Indicator 06","http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-06","DECEMBER 2011","Health","<p>Identifying the prevalence of atrial fibrillation data from myhealthlondon website</p>\
<p>Go back to the <a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicators"">main myhealthlondon indicators page</a></p>","GP Practice","Greater London","NHS London","NHS Comparators","enquiries@ic.nhs.uk","Annual","2006 to 2008","08/12/2011","08/12/2011","","http://www.myhealth.london.nhs.uk/outcome-standards","https://www.nhscomparators.nhs.uk/NHSComparators/Login.aspx","","http://data.london.gov.uk/datafiles/health/nhs-myhealth-indicator-06.csv","","","","","","","","nhs-london, outcomes","","<p>NHS Comparators. Copyright © 2011, re-used with the permission of The Health and Social Care Information Centre. All rights reserved</p>",""
"1570","myhealthlondon Indicator 07","http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-07","DECEMBER 2011","Health","<p>Uptake for Immunisations for children data from myhealthlondon website</p>\
<p>Indicator 7 - The aggregated percentage of a range of completion rates of immunisations for children by ages 1 and 2.</p>\
<p>7a: The percentage of children aged 1 who have completed a primary course of immunisation for Diphtheria, Tetanus, Polio, Pertussis, Haemophilus influenzae type b (Hib)((i.e. three doses of DTaP/IPV/Hib).<br /><br />7b: The percentage children aged 2 who have received their booster immunisation for Pneumococcal infection (i.e. received Pneumococcal booster) (PCV booster).<br /><br />7c: The percentage of children aged 2 who have received their immunisation for Haemophilus influenza type b (Hib) and Meningitis C (MenC) (i.e. received Hib/MenC booster).<br /><br />7d: The percentage of children aged 2 who have completed immunisation for measles, mumps and rubella (one dose of MMR)</p>\
<p>Go back to the <a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicators"">main myhealthlondon indicators page</a></p>","GP Practice","Greater London","NHS London","London Clusters of Primary Care Trusts","","Quarterly","Q4 2009-10 to Q3 2010-11","08/12/2011","08/12/2011","","","http://www.myhealth.london.nhs.uk/outcome-standards","","http://data.london.gov.uk/datafiles/health/nhs-myhealth-indicator-07.csv","","","","","","","","nhs-london, outcomes","","",""
"1571","myhealthlondon Indicator 08","http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-08","DECEMBER 2011","Health","<p>Uptake of immunisation for influenza data from myhealthlondon website</p>\
<p>8a: Uptake of immunisation for influenza for patients aged 65 and over<br /><br />8b: Uptake of Immunisation for influenza for patients at risk aged under 65</p>\
<p>Go back to the <a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicators"">main myhealthlondon indicators page</a></p>\
","GP Practice","Greater London","Department of Health Immform website","","","Annual","2009 to 2010","08/12/2011","08/12/2011","","http://www.myhealth.london.nhs.uk/outcome-standards","http://www.dh.gov.uk/en/Publichealth/Immunisation/Immform/index.htm","","http://data.london.gov.uk/datafiles/health/nhs-myhealth-indicator-08.csv","","","","","","","","nhs-london, outcomes","","<p>Department of Health. © Crown copyright 2011</p>",""
"1572","myhealthlondon Indicator 09","http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-09","DECEMBER 2011","Health","<p>Identifying the prevalence of chronic obstructive pulmonary disease data from myhealthlondon website</p>\
<p>Go back to the <a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicators"">main myhealthlondon indicators page</a></p>\
","GP Practice","Greater London","NHS London","NHS Comparators","enquiries@ic.nhs.uk","Annual","2006","08/12/2011","08/12/2011","","http://www.myhealth.london.nhs.uk/outcome-standards","https://www.nhscomparators.nhs.uk/NHSComparators/Login.aspx","","http://data.london.gov.uk/datafiles/health/nhs-myhealth-indicator-09.csv","","","","","","","","nhs-london, outcomes","","<p>NHS Comparators. Copyright © 2011, re-used with the permission of The Health and Social Care Information Centre. All rights reserved</p>",""
"1573","myhealthlondon Indicator 10","http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-10","DECEMBER 2011","Health","<p>Identifying the prevalence of asthma data from yhealthlondon website</p>\
<p>Go back to the <a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicators"">main myhealthlondon indicators page</a></p>","GP Practice","Greater London","NHS London","NHS Comparators","enquiries@ic.nhs.uk","Annual","2006 to 2008","08/12/2011","08/12/2011","","http://www.myhealth.london.nhs.uk/outcome-standards","https://www.nhscomparators.nhs.uk/NHSComparators/Login.aspx","","http://data.london.gov.uk/datafiles/health/nhs-myhealth-indicator-10.csv","","","","","","","","nhs-london, outcomes","","<p>NHS Comparators. Copyright © 2011, re-used with the permission of The Health and Social Care Information Centre. All rights reserved</p>",""
"1574","myhealthlondon Indicator 11","http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-11","DECEMBER 2011","Health","<p>Identifying the prevalence of Diabetes data from myhealthlondon website</p>\
<p>Go back to the <a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicators"">main myhealthlondon indicators page</a></p>","GP Practice","Greater London","NHS London","NHS Comparators","enquiries@ic.nhs.uk","Annual","2006 to 2008","08/12/2011","08/12/2011","","http://www.myhealth.london.nhs.uk/outcome-standards","https://www.nhscomparators.nhs.uk/NHSComparators/Login.aspx","","http://data.london.gov.uk/datafiles/health/nhs-myhealth-indicator-11.csv","","","","","","","","nhs-london, outcomes","","<p>NHS Comparators. Copyright © 2011, re-used with the permission of The Health and Social Care Information Centre. All rights reserved</p>",""
"1575","myhealthlondon Indicator 12","http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-12","DECEMBER 2011","Health","<p>Identifying the prevalence of coronary heart disease data from myhealthlondon website</p>\
<p>Go back to the <a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicators"">main myhealthlondon indicators page</a></p>","GP Practice","Greater London","NHS London","NHS Comparators","enquiries@ic.nhs.uk","Annual","2006 to 2008","08/12/2011","08/12/2011","","http://www.myhealth.london.nhs.uk/outcome-standards","https://www.nhscomparators.nhs.uk/NHSComparators/Login.aspx","","http://data.london.gov.uk/datafiles/health/nhs-myhealth-indicator-12.csv","","","","","","","","nhs-london, outcomes","","<p>NHS Comparators. Copyright © 2011, re-used with the permission of The Health and Social Care Information Centre. All rights reserved</p>",""
"1576","myhealthlondon Indicator 13","http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-13","DECEMBER 2011","Health","<p>Identifying the prevalence of dementia data from myhealthlondon website</p>\
<p>Go back to the <a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicators"">main myhealthlondon indicators page</a></p>","GP Practice","Greater London","NHS London","NHS Comparators","enquiries@ic.nhs.uk","Annual","2006 to 2008","08/12/2011","08/12/2011","","http://www.myhealth.london.nhs.uk/outcome-standards","https://www.nhscomparators.nhs.uk/NHSComparators/Login.aspx","","http://data.london.gov.uk/datafiles/health/nhs-myhealth-indicator-13.csv","","","","","","","","nhs-london, outcomes","","<p>NHS Comparators. Copyright © 2011, re-used with the permission of The Health and Social Care Information Centre. All rights reserved</p>",""
